awardeeCounty,Year_date,awardee,d_inv,d_59,estimatedTotalAmt,d_99,estimatedTotalAmt_d_99,total
Washington,2014,AMERICAN CHEMICAL SOCIETY,0,1,50000,0,0,50000
Washington,2014,HOWARD UNIVERSITY (INC),0,1,50000,0,0,50000
Washington,2015,"GEORGE WASHINGTON UNIVERSITY, THE",0,2,100000,0,0,100000
Washington,2015,GEORGETOWN UNIVERSITY (THE),0,1,50000,0,0,50000
Washington,2015,HOWARD UNIVERSITY (INC),1,0,0,1,299998,299998
Washington,2016,"AMERICAN UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2016,"GEORGE WASHINGTON UNIVERSITY, THE",0,3,150000,0,0,150000
Washington,2016,HOWARD UNIVERSITY (INC),0,1,50000,0,0,50000
Washington,2016,WOMEN IN ENGINEERING PROGRAMS & ADVOCATES NETWORK,0,1,50000,0,0,50000
Washington,2017,"GEORGE WASHINGTON UNIVERSITY, THE",0,2,100000,1,499502,599502
Washington,2017,"AMERICAN UNIVERSITY, THE",1,0,0,1,254473,254473
Washington,2018,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2019,"AMERICAN UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2019,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2020,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2020,GEORGETOWN UNIVERSITY (THE),0,1,50000,0,0,50000
Washington,2021,"GEORGE WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
West Lafayette,2012,PURDUE UNIVERSITY,0,2,100000,0,0,100000
West Lafayette,2013,PURDUE UNIVERSITY,0,1,50000,0,0,50000
West Lafayette,2014,PURDUE UNIVERSITY,0,2,100000,0,0,100000
West Lafayette,2015,PURDUE UNIVERSITY,0,2,100000,1,197280,297280
West Lafayette,2016,PURDUE UNIVERSITY,0,10,500000,0,0,500000
West Lafayette,2017,PURDUE UNIVERSITY,0,9,450000,0,0,450000
West Lafayette,2018,PURDUE UNIVERSITY,0,4,200000,1,160000,360000
West Lafayette,2019,PURDUE UNIVERSITY,0,3,150000,0,0,150000
West Lafayette,2020,PURDUE UNIVERSITY,0,5,250000,0,0,250000
West Lafayette,2021,PURDUE UNIVERSITY,0,3,150000,0,0,150000
West Lafayette,2022,PURDUE UNIVERSITY,0,2,100000,0,0,100000
Wichita,2015,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wichita,2016,WICHITA STATE UNIVERSITY,1,0,0,1,200000,200000
Wichita,2019,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wichita,2022,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wilmington,2022,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,0,1,50000,0,0,50000
Winston Salem,2020,WAKE FOREST UNIVERSITY HEALTH SCIENCES,0,1,50000,0,0,50000
Worcester,2013,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Worcester,2014,WORCESTER POLYTECHNIC INSTITUTE,0,2,100000,0,0,100000
Worcester,2018,WORCESTER POLYTECHNIC INSTITUTE,1,0,0,1,255000,255000
Worcester,2020,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Worcester,2021,WORCESTER POLYTECHNIC INSTITUTE,0,2,100000,0,0,100000
Worcester,2022,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Youngstown,2016,YOUNGSTOWN STATE UNIVERSITY,0,1,50000,0,0,50000
Ypsilanti,2015,EASTERN MICHIGAN UNIVERSITY,0,1,50000,0,0,50000
morgantown,2019,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,2,100000,0,0,100000
morgantown,2020,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,1,50000,0,0,50000
morgantown,2021,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,2,100000,0,0,100000
morgantown,2022,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,1,50000,0,0,50000
 Chesterfield,2019,VIRGINIA STATE UNIVERSITY,0,1,50000,0,0,50000
