awardeeCounty,Year_date,d_SBIR_1,SBIR_1,d_SBIR_2,SBIR_2,d_STTR_1,STTR_1,d_STTR_2,STTR_2,d_PFI,PFI,d_others,others,d_inv,d_59,total_50k,d_99,estimatedTotalAmt_d_99,total_corps,total_fund,d_d_59,ID,gname_x,gname_y,gname_x,gname_y,gname_x,gname_y,gname
Portsmouth,2006,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,0,0,3000,0,1595,,,,,,,
Portsmouth,2011,0,0,0,0,0,0,0,0,0,0,1,1340913,0,0,0,0,0,0,1340913,0,1595,,,,,,,
Portsmouth,2013,0,0,0,0,0,0,0,0,0,0,1,1199997,0,0,0,0,0,0,1199997,0,1595,,,,,,,
Post Falls,1998,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,1596,,,,,,,
Potsdam,1989,0,0,0,0,0,0,0,0,0,0,1,274275,0,0,0,0,0,0,274275,0,1597,,,,,,,2015.0
Potsdam,1990,0,0,0,0,0,0,0,0,0,0,1,160000,0,0,0,0,0,0,160000,0,1597,,,,,,,2015.0
Potsdam,1991,0,0,0,0,0,0,0,0,0,0,1,119547,0,0,0,0,0,0,119547,0,1597,,,,,,,2015.0
Potsdam,1992,0,0,0,0,0,0,0,0,0,0,1,1297632,0,0,0,0,0,0,1297632,0,1597,,,,,,,2015.0
Potsdam,1993,0,0,0,0,0,0,0,0,0,0,1,713724,0,0,0,0,0,0,713724,0,1597,,,,,,,2015.0
Potsdam,1994,0,0,0,0,0,0,0,0,0,0,1,2091428,0,0,0,0,0,0,2091428,0,1597,,,,,,,2015.0
Potsdam,1995,0,0,0,0,0,0,0,0,0,0,1,1820638,0,0,0,0,0,0,1820638,0,1597,,,,,,,2015.0
Potsdam,1996,0,0,0,0,0,0,0,0,0,0,1,1381553,0,0,0,0,0,0,1381553,0,1597,,,,,,,2015.0
Potsdam,1997,0,0,0,0,0,0,0,0,0,0,1,454095,0,0,0,0,0,0,454095,0,1597,,,,,,,2015.0
Potsdam,1998,0,0,0,0,0,0,0,0,0,0,1,5428151,0,0,0,0,0,0,5428151,0,1597,,,,,,,2015.0
Potsdam,1999,0,0,0,0,0,0,0,0,0,0,1,3717224,0,0,0,0,0,0,3717224,0,1597,,,,,,,2015.0
Potsdam,2000,0,0,0,0,0,0,0,0,0,0,1,1298063,0,0,0,0,0,0,1298063,0,1597,,,,,,,2015.0
Potsdam,2001,0,0,0,0,0,0,0,0,0,0,1,2384869,0,0,0,0,0,0,2384869,0,1597,,,,,,,2015.0
Potsdam,2002,0,0,0,0,0,0,0,0,0,0,1,1175316,0,0,0,0,0,0,1175316,0,1597,,,,,,,2015.0
Potsdam,2003,0,0,0,0,0,0,0,0,0,0,1,2451302,0,0,0,0,0,0,2451302,0,1597,,,,,,,2015.0
Potsdam,2004,0,0,0,0,0,0,0,0,0,0,1,226042,0,0,0,0,0,0,226042,0,1597,,,,,,,2015.0
Potsdam,2005,0,0,0,0,0,0,0,0,0,0,1,1387976,0,0,0,0,0,0,1387976,0,1597,,,,,,,2015.0
Potsdam,2006,0,0,0,0,0,0,0,0,0,0,1,1149089,0,0,0,0,0,0,1149089,0,1597,,,,,,,2015.0
Potsdam,2007,0,0,0,0,0,0,0,0,0,0,1,2012322,0,0,0,0,0,0,2012322,0,1597,,,,,,,2015.0
Potsdam,2008,0,0,0,0,0,0,0,0,0,0,1,4204092,0,0,0,0,0,0,4204092,0,1597,,,,,,,2015.0
Potsdam,2009,0,0,0,0,0,0,0,0,0,0,1,1706978,0,0,0,0,0,0,1706978,0,1597,,,,,,,2015.0
Potsdam,2010,0,0,0,0,0,0,0,0,0,0,1,849696,0,0,0,0,0,0,849696,0,1597,,,,,,,2015.0
Potsdam,2011,0,0,0,0,0,0,0,0,0,0,1,3633733,0,0,0,0,0,0,3633733,0,1597,,,,,,,2015.0
Potsdam,2012,0,0,0,0,0,0,0,0,0,0,1,1316214,0,0,0,0,0,0,1316214,0,1597,,,,,,,2015.0
Potsdam,2013,0,0,0,0,0,0,0,0,0,0,1,1515777,0,0,0,0,0,0,1515777,0,1597,,,,,,,2015.0
Potsdam,2014,0,0,0,0,0,0,0,0,0,0,1,428118,0,2,100000,0,0,100000,528118,1,1597,,,,,,,2015.0
Potsdam,2015,1,150000,0,0,0,0,0,0,0,0,1,350000,0,1,50000,0,0,50000,550000,1,1597,,,,,,,2015.0
Potsdam,2016,1,0,0,0,0,0,0,0,0,0,1,1102307,0,0,0,0,0,0,1102307,1,1597,,,,,,,2015.0
Potsdam,2017,1,0,0,0,0,0,0,0,0,0,1,3676448,0,0,0,0,0,0,3676448,1,1597,,,,,,,2015.0
Potsdam,2018,1,0,0,0,0,0,0,0,0,0,1,528509,0,0,0,0,0,0,528509,1,1597,,,,,,,2015.0
Potsdam,2019,1,0,0,0,0,0,1,750000,0,0,1,6607011,0,0,0,0,0,0,7357011,1,1597,,,,,,,2015.0
Potsdam,2020,1,0,0,0,0,0,1,0,1,500000,1,1757256,0,2,100000,0,0,100000,2357256,1,1597,,,,,,,2015.0
Potsdam,2021,1,0,0,0,1,1023924,1,0,1,250000,1,3021541,0,1,50000,0,0,50000,4345465,1,1597,,,,,,,2015.0
Potsdam,2022,1,0,0,0,1,0,1,0,1,0,1,2921923,0,2,100000,0,0,100000,3021923,1,1597,,,,,,,2015.0
Poughkeepsie,1991,0,0,0,0,0,0,0,0,0,0,1,300119,0,0,0,0,0,0,300119,0,1598,,,,,,,
Poughkeepsie,1992,0,0,0,0,0,0,0,0,0,0,1,122800,0,0,0,0,0,0,122800,0,1598,,,,,,,
Poughkeepsie,1994,0,0,0,0,0,0,0,0,0,0,1,467694,0,0,0,0,0,0,467694,0,1598,,,,,,,
Poughkeepsie,1995,0,0,0,0,0,0,0,0,0,0,1,2880460,0,0,0,0,0,0,2880460,0,1598,,,,,,,
Poughkeepsie,1996,0,0,0,0,0,0,0,0,0,0,1,117185,0,0,0,0,0,0,117185,0,1598,,,,,,,
Poughkeepsie,1997,0,0,0,0,0,0,0,0,0,0,1,1783684,0,0,0,0,0,0,1783684,0,1598,,,,,,,
Poughkeepsie,1998,0,0,0,0,0,0,0,0,0,0,1,125221,0,0,0,0,0,0,125221,0,1598,,,,,,,
Poughkeepsie,1999,0,0,0,0,0,0,0,0,0,0,1,18000,0,0,0,0,0,0,18000,0,1598,,,,,,,
Poughkeepsie,2000,0,0,0,0,0,0,0,0,0,0,1,531880,0,0,0,0,0,0,531880,0,1598,,,,,,,
Poughkeepsie,2001,0,0,0,0,0,0,0,0,0,0,1,205886,0,0,0,0,0,0,205886,0,1598,,,,,,,
Poughkeepsie,2002,0,0,0,0,0,0,0,0,0,0,1,570254,0,0,0,0,0,0,570254,0,1598,,,,,,,
Poughkeepsie,2003,0,0,0,0,0,0,0,0,0,0,1,502001,0,0,0,0,0,0,502001,0,1598,,,,,,,
Poughkeepsie,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1598,,,,,,,
Poughkeepsie,2005,0,0,0,0,0,0,0,0,0,0,1,405067,0,0,0,0,0,0,405067,0,1598,,,,,,,
Poughkeepsie,2006,0,0,0,0,0,0,0,0,0,0,1,487805,0,0,0,0,0,0,487805,0,1598,,,,,,,
Poughkeepsie,2007,0,0,0,0,0,0,0,0,0,0,1,209514,0,0,0,0,0,0,209514,0,1598,,,,,,,
Poughkeepsie,2008,0,0,0,0,0,0,0,0,0,0,1,400000,0,0,0,0,0,0,400000,0,1598,,,,,,,
Poughkeepsie,2009,0,0,0,0,0,0,0,0,0,0,1,551970,0,0,0,0,0,0,551970,0,1598,,,,,,,
Poughkeepsie,2010,0,0,0,0,0,0,0,0,0,0,1,828538,0,0,0,0,0,0,828538,0,1598,,,,,,,
Poughkeepsie,2011,0,0,0,0,0,0,0,0,0,0,1,2441491,0,0,0,0,0,0,2441491,0,1598,,,,,,,
Poughkeepsie,2012,0,0,0,0,0,0,0,0,0,0,1,519031,0,0,0,0,0,0,519031,0,1598,,,,,,,
Poughkeepsie,2013,0,0,0,0,0,0,0,0,0,0,1,726143,0,0,0,0,0,0,726143,0,1598,,,,,,,
Poughkeepsie,2014,0,0,0,0,0,0,0,0,0,0,1,600000,0,0,0,0,0,0,600000,0,1598,,,,,,,
Poughkeepsie,2015,0,0,0,0,0,0,0,0,0,0,1,2852673,0,0,0,0,0,0,2852673,0,1598,,,,,,,
Poughkeepsie,2017,0,0,0,0,0,0,0,0,0,0,1,283278,0,0,0,0,0,0,283278,0,1598,,,,,,,
Poughkeepsie,2018,0,0,0,0,0,0,0,0,0,0,1,576146,0,0,0,0,0,0,576146,0,1598,,,,,,,
Poughkeepsie,2019,0,0,0,0,0,0,0,0,0,0,1,651813,0,0,0,0,0,0,651813,0,1598,,,,,,,
Poughkeepsie,2020,0,0,0,0,0,0,0,0,0,0,1,408298,0,0,0,0,0,0,408298,0,1598,,,,,,,
Poughkeepsie,2021,0,0,0,0,0,0,0,0,0,0,1,696514,0,0,0,0,0,0,696514,0,1598,,,,,,,
Poughkeepsie,2022,0,0,0,0,0,0,0,0,0,0,1,1749145,0,0,0,0,0,0,1749145,0,1598,,,,,,,
Poulsbo,1992,0,0,0,0,0,0,0,0,0,0,1,958435,0,0,0,0,0,0,958435,0,1599,,,,,,,
Poultney,2002,0,0,0,0,0,0,0,0,0,0,1,19674,0,0,0,0,0,0,19674,0,1600,,,,,,,
Powell,1993,0,0,0,0,0,0,0,0,0,0,1,34764,0,0,0,0,0,0,34764,0,1601,,,,,,,
Powell,2013,1,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150000,0,1601,,,,,,,
Prairie View,1994,0,0,0,0,0,0,0,0,0,0,1,200082,0,0,0,0,0,0,200082,0,1602,,,,,,,
Prairie View,1995,0,0,0,0,0,0,0,0,0,0,1,536482,0,0,0,0,0,0,536482,0,1602,,,,,,,
Prairie View,1997,0,0,0,0,0,0,0,0,0,0,1,200000,0,0,0,0,0,0,200000,0,1602,,,,,,,
Prairie View,1999,0,0,0,0,0,0,0,0,0,0,1,3812859,0,0,0,0,0,0,3812859,0,1602,,,,,,,
Prairie View,2002,0,0,0,0,0,0,0,0,0,0,1,40024,0,0,0,0,0,0,40024,0,1602,,,,,,,
Prairie View,2004,0,0,0,0,0,0,0,0,0,0,1,5000000,0,0,0,0,0,0,5000000,0,1602,,,,,,,
Prairie View,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1602,,,,,,,
Prairie View,2009,0,0,0,0,0,0,0,0,0,0,1,150325,0,0,0,0,0,0,150325,0,1602,,,,,,,
Prairie View,2010,0,0,0,0,0,0,0,0,0,0,1,5839405,0,0,0,0,0,0,5839405,0,1602,,,,,,,
Prairie View,2011,0,0,0,0,0,0,0,0,0,0,1,226094,0,0,0,0,0,0,226094,0,1602,,,,,,,
Prairie View,2012,0,0,0,0,0,0,0,0,0,0,1,300000,0,0,0,0,0,0,300000,0,1602,,,,,,,
Prairie View,2013,0,0,0,0,0,0,0,0,0,0,1,306000,0,0,0,0,0,0,306000,0,1602,,,,,,,
Prairie View,2014,0,0,0,0,0,0,0,0,0,0,1,199361,0,2,100000,0,0,100000,299361,1,1602,,,,,,,
Prairie View,2015,0,0,0,0,0,0,0,0,0,0,1,599372,0,0,0,0,0,0,599372,1,1602,,,,,,,
Prairie View,2016,0,0,0,0,0,0,0,0,0,0,1,1297507,0,0,0,0,0,0,1297507,1,1602,,,,,,,
Prairie View,2017,0,0,0,0,0,0,0,0,0,0,1,1709276,0,0,0,0,0,0,1709276,1,1602,,,,,,,
Prairie View,2018,0,0,0,0,0,0,0,0,0,0,1,2299864,0,0,0,0,0,0,2299864,1,1602,,,,,,,
Prairie View,2019,0,0,0,0,0,0,0,0,0,0,1,11500000,0,0,0,0,0,0,11500000,1,1602,,,,,,,
Prairie View,2020,0,0,0,0,0,0,0,0,0,0,1,1863901,0,0,0,0,0,0,1863901,1,1602,,,,,,,
Prairie View,2021,0,0,0,0,0,0,0,0,0,0,1,4658586,0,0,0,0,0,0,4658586,1,1602,,,,,,,
Prairie View,2022,0,0,0,0,0,0,0,0,0,0,1,815208,0,0,0,0,0,0,815208,1,1602,,,,,,,
Prescott,2000,0,0,0,0,0,0,0,0,0,0,1,75000,0,0,0,0,0,0,75000,0,1603,,,,,,,
Prescott,2001,0,0,0,0,0,0,0,0,0,0,1,421574,0,0,0,0,0,0,421574,0,1603,,,,,,,
Prescott,2007,0,0,0,0,0,0,0,0,0,0,1,334856,0,0,0,0,0,0,334856,0,1603,,,,,,,
Prescott,2012,0,0,0,0,0,0,0,0,0,0,1,199998,0,0,0,0,0,0,199998,0,1603,,,,,,,
Price,2006,0,0,0,0,0,0,0,0,0,0,1,54294,0,0,0,0,0,0,54294,0,1604,,,,,,,
Prince Edward County,1994,0,0,0,0,0,0,0,0,0,0,1,58384,0,0,0,0,0,0,58384,0,1605,,,,,,,
Prince Edward County,1995,0,0,0,0,0,0,0,0,0,0,1,318610,0,0,0,0,0,0,318610,0,1605,,,,,,,
Prince Edward County,1997,0,0,0,0,0,0,0,0,0,0,1,8447,0,0,0,0,0,0,8447,0,1605,,,,,,,
Prince Edward County,2002,0,0,0,0,0,0,0,0,0,0,1,34674,0,0,0,0,0,0,34674,0,1605,,,,,,,
Prince George's County,1991,0,0,0,0,0,0,0,0,0,0,1,7278736,0,0,0,0,0,0,7278736,0,1606,,,,,,,
Prince George's County,1993,0,0,0,0,0,0,0,0,0,0,1,169608,0,0,0,0,0,0,169608,0,1606,,,,,,,
Prince George's County,1994,0,0,0,0,0,0,0,0,0,0,1,225438,0,0,0,0,0,0,225438,0,1606,,,,,,,
Prince George's County,1995,0,0,0,0,0,0,0,0,0,0,1,218100,0,0,0,0,0,0,218100,0,1606,,,,,,,
Prince George's County,1996,0,0,0,0,0,0,0,0,0,0,1,1091804,0,0,0,0,0,0,1091804,0,1606,,,,,,,
Prince George's County,1997,0,0,0,0,0,0,0,0,0,0,1,3161406,0,0,0,0,0,0,3161406,0,1606,,,,,,,
Prince George's County,1998,0,0,0,0,0,0,0,0,0,0,1,443044,0,0,0,0,0,0,443044,0,1606,,,,,,,
Prince George's County,1999,0,0,0,0,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,10000,0,1606,,,,,,,
Prince George's County,2000,0,0,0,0,0,0,0,0,0,0,1,198872,0,0,0,0,0,0,198872,0,1606,,,,,,,
Prince George's County,2001,0,0,0,0,0,0,0,0,0,0,1,31607,0,0,0,0,0,0,31607,0,1606,,,,,,,
Prince George's County,2002,0,0,0,0,0,0,0,0,0,0,1,8814490,0,0,0,0,0,0,8814490,0,1606,,,,,,,
Prince George's County,2003,0,0,0,0,0,0,0,0,0,0,1,13700,0,0,0,0,0,0,13700,0,1606,,,,,,,
Prince George's County,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1606,,,,,,,
Prince George's County,2006,0,0,0,0,0,0,0,0,0,0,1,65029,0,0,0,0,0,0,65029,0,1606,,,,,,,
Prince George's County,2008,0,0,0,0,0,0,0,0,0,0,1,10821649,0,0,0,0,0,0,10821649,0,1606,,,,,,,
Prince George's County,2009,0,0,0,0,0,0,0,0,0,0,1,837321,0,0,0,0,0,0,837321,0,1606,,,,,,,
Prince George's County,2011,1,288986,0,0,0,0,0,0,0,0,1,240000,0,0,0,0,0,0,528986,0,1606,,,,,,,
Prince George's County,2012,1,0,0,0,0,0,0,0,0,0,1,41599,0,0,0,0,0,0,41599,0,1606,,,,,,,
Prince George's County,2013,1,150000,0,0,0,0,0,0,0,0,1,698826,0,0,0,0,0,0,848826,0,1606,,,,,,,
Prince George's County,2014,1,0,0,0,0,0,0,0,0,0,1,406800,0,0,0,0,0,0,406800,0,1606,,,,,,,
Prince George's County,2015,1,0,0,0,0,0,0,0,0,0,1,1619904,0,0,0,0,0,0,1619904,0,1606,,,,,,,
Prince George's County,2016,1,0,0,0,0,0,0,0,0,0,1,3467762,0,0,0,0,0,0,3467762,0,1606,,,,,,,
Prince George's County,2018,1,0,0,0,0,0,0,0,0,0,1,219705,0,0,0,0,0,0,219705,0,1606,,,,,,,
Prince George's County,2019,1,675000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,675000,0,1606,,,,,,,
Prince George's County,2020,1,0,1,980058,0,0,0,0,0,0,1,2095088,0,0,0,0,0,0,3075146,0,1606,,,,,,,
Prince George's County,2022,1,510856,1,0,0,0,0,0,0,0,1,1131344,0,0,0,0,0,0,1642200,0,1606,,,,,,,
Princess Anne,1992,0,0,0,0,0,0,0,0,0,0,1,532793,0,0,0,0,0,0,532793,0,1607,,,,,,,
Princess Anne,1993,0,0,0,0,0,0,0,0,0,0,1,21560,0,0,0,0,0,0,21560,0,1607,,,,,,,
Princess Anne,1998,0,0,0,0,0,0,0,0,0,0,1,462622,0,0,0,0,0,0,462622,0,1607,,,,,,,
Princess Anne,2000,0,0,0,0,0,0,0,0,0,0,1,60000,0,0,0,0,0,0,60000,0,1607,,,,,,,
Princess Anne,2004,0,0,0,0,0,0,0,0,0,0,1,794408,0,0,0,0,0,0,794408,0,1607,,,,,,,
Princess Anne,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1607,,,,,,,
Princess Anne,2010,0,0,0,0,0,0,0,0,0,0,1,6395230,0,0,0,0,0,0,6395230,0,1607,,,,,,,
Princess Anne,2012,0,0,0,0,0,0,0,0,0,0,1,764356,0,0,0,0,0,0,764356,0,1607,,,,,,,
Princess Anne,2014,0,0,0,0,0,0,0,0,0,0,1,31519,0,0,0,0,0,0,31519,0,1607,,,,,,,
Princess Anne,2015,0,0,0,0,0,0,0,0,0,0,1,284169,0,0,0,0,0,0,284169,0,1607,,,,,,,
Princess Anne,2016,0,0,0,0,0,0,0,0,0,0,1,5000000,0,0,0,0,0,0,5000000,0,1607,,,,,,,
Princess Anne,2017,0,0,0,0,0,0,0,0,0,0,1,399940,0,0,0,0,0,0,399940,0,1607,,,,,,,
Princess Anne,2018,0,0,0,0,0,0,0,0,0,0,1,598901,0,0,0,0,0,0,598901,0,1607,,,,,,,
Princess Anne,2019,0,0,0,0,0,0,0,0,0,0,1,538460,0,0,0,0,0,0,538460,0,1607,,,,,,,
Princess Anne,2021,0,0,0,0,0,0,0,0,0,0,1,323985,0,0,0,0,0,0,323985,0,1607,,,,,,,
Princess Anne,2022,0,0,0,0,0,0,0,0,0,0,1,199984,0,0,0,0,0,0,199984,0,1607,,,,,,,
Princeton,1987,0,0,0,0,0,0,0,0,0,0,1,1218104,0,0,0,0,0,0,1218104,0,1608,,,,,,,2014.0
Princeton,1988,0,0,0,0,0,0,0,0,0,0,1,2202719,0,0,0,0,0,0,2202719,0,1608,,,,,,,2014.0
Princeton,1989,0,0,0,0,0,0,0,0,0,0,1,249500,0,0,0,0,0,0,249500,0,1608,,,,,,,2014.0
Princeton,1990,0,0,0,0,0,0,0,0,0,0,1,2562374,0,0,0,0,0,0,2562374,0,1608,,,,,,,2014.0
Princeton,1991,0,0,0,0,0,0,0,0,0,0,1,16910485,0,0,0,0,0,0,16910485,0,1608,,,,,,,2014.0
Princeton,1992,0,0,0,0,0,0,0,0,0,0,1,30900005,0,0,0,0,0,0,30900005,0,1608,,,,,,,2014.0
Princeton,1993,0,0,0,0,0,0,0,0,0,0,1,21859531,0,0,0,0,0,0,21859531,0,1608,,,,,,,2014.0
Princeton,1994,0,0,0,0,0,0,0,0,0,0,1,16788786,0,0,0,0,0,0,16788786,0,1608,,,,,,,2014.0
Princeton,1995,0,0,0,0,0,0,0,0,0,0,1,16347925,0,0,0,0,0,0,16347925,0,1608,,,,,,,2014.0
Princeton,1996,0,0,0,0,0,0,0,0,0,0,1,21188705,0,0,0,0,0,0,21188705,0,1608,,,,,,,2014.0
Princeton,1997,0,0,0,0,0,0,0,0,0,0,1,22075629,0,0,0,0,0,0,22075629,0,1608,,,,,,,2014.0
Princeton,1998,0,0,0,0,0,0,0,0,0,0,1,33042598,0,0,0,0,0,0,33042598,0,1608,,,,,,,2014.0
Princeton,1999,0,0,0,0,0,0,0,0,0,0,1,14117426,0,0,0,0,0,0,14117426,0,1608,,,,,,,2014.0
Princeton,2000,0,0,0,0,0,0,0,0,0,0,1,15225002,0,0,0,0,0,0,15225002,0,1608,,,,,,,2014.0
Princeton,2001,0,0,0,0,0,0,0,0,0,0,1,10883724,0,0,0,0,0,0,10883724,0,1608,,,,,,,2014.0
Princeton,2002,0,0,0,0,0,0,0,0,0,0,1,10676317,0,0,0,0,0,0,10676317,0,1608,,,,,,,2014.0
Princeton,2003,0,0,0,0,0,0,0,0,0,0,1,17535291,0,0,0,0,0,0,17535291,0,1608,,,,,,,2014.0
Princeton,2004,0,0,0,0,0,0,0,0,0,0,1,17757803,0,0,0,0,0,0,17757803,0,1608,,,,,,,2014.0
Princeton,2005,0,0,0,0,0,0,0,0,0,0,1,13312227,0,0,0,0,0,0,13312227,0,1608,,,,,,,2014.0
Princeton,2006,0,0,0,0,0,0,0,0,0,0,1,27055298,0,0,0,0,0,0,27055298,0,1608,,,,,,,2014.0
Princeton,2007,0,0,0,0,0,0,0,0,0,0,1,35482115,0,0,0,0,0,0,35482115,0,1608,,,,,,,2014.0
Princeton,2008,0,0,0,0,0,0,0,0,0,0,1,31498811,0,0,0,0,0,0,31498811,0,1608,,,,,,,2014.0
Princeton,2009,0,0,0,0,0,0,0,0,0,0,1,14376533,0,0,0,0,0,0,14376533,0,1608,,,,,,,2014.0
Princeton,2010,0,0,0,0,0,0,0,0,0,0,1,33780555,0,0,0,0,0,0,33780555,0,1608,,,,,,,2014.0
Princeton,2011,0,0,0,0,0,0,0,0,0,0,1,65054808,0,0,0,0,0,0,65054808,0,1608,,,,,,,2014.0
Princeton,2012,0,0,0,0,0,0,0,0,0,0,1,15142991,0,0,0,0,0,0,15142991,0,1608,,,,,,,2014.0
Princeton,2013,0,0,0,0,0,0,0,0,0,0,1,11202302,0,0,0,0,0,0,11202302,0,1608,,,,,,,2014.0
Princeton,2014,0,0,0,0,0,0,0,0,0,0,1,50479593,0,1,50000,0,0,50000,50529593,1,1608,,,,,,,2014.0
Princeton,2015,0,0,0,0,0,0,0,0,0,0,1,17310313,0,1,50000,0,0,50000,17360313,1,1608,,,,,,,2014.0
Princeton,2016,0,0,0,0,0,0,0,0,0,0,1,9094242,0,0,0,0,0,0,9094242,1,1608,,,,,,,2014.0
Princeton,2017,0,0,0,0,0,0,0,0,0,0,1,3715902,0,1,50000,0,0,50000,3765902,1,1608,,,,,,,2014.0
Princeton,2018,0,0,0,0,0,0,0,0,1,400000,1,61602776,0,2,100000,0,0,100000,62102776,1,1608,,,,,,,2014.0
Princeton,2019,1,225000,0,0,1,675000,0,0,1,0,1,54134920,0,0,0,0,0,0,55034920,1,1608,,,,,,,2014.0
Princeton,2020,1,449562,0,0,1,0,0,0,1,250000,1,72440811,0,2,100000,0,0,100000,73240373,1,1608,,,,,,,2014.0
Princeton,2021,1,256000,0,0,1,768000,0,0,1,0,1,59122816,0,0,0,0,0,0,60146816,1,1608,,,,,,,2014.0
Princeton,2022,1,0,0,0,1,256000,0,0,1,0,1,51361749,0,1,50000,0,0,50000,51667749,1,1608,,,,,,,2014.0
Prospect,2016,1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,0,1609,,,,,,,
Providence,1988,0,0,0,0,0,0,0,0,0,0,1,908435,0,0,0,0,0,0,908435,0,1610,,,,,,,2013.0
Providence,1989,0,0,0,0,0,0,0,0,0,0,1,2477984,0,0,0,0,0,0,2477984,0,1610,,,,,,,2013.0
Providence,1990,0,0,0,0,0,0,0,0,0,0,1,1727453,0,0,0,0,0,0,1727453,0,1610,,,,,,,2013.0
Providence,1991,0,0,0,0,0,0,0,0,0,0,1,3796503,0,0,0,0,0,0,3796503,0,1610,,,,,,,2013.0
Providence,1992,0,0,0,0,0,0,0,0,0,0,1,9177260,0,0,0,0,0,0,9177260,0,1610,,,,,,,2013.0
Providence,1993,0,0,0,0,0,0,0,0,0,0,1,11969134,0,0,0,0,0,0,11969134,0,1610,,,,,,,2013.0
Providence,1994,0,0,0,0,0,0,0,0,0,0,1,8174230,0,0,0,0,0,0,8174230,0,1610,,,,,,,2013.0
Providence,1995,0,0,0,0,0,0,0,0,0,0,1,11899996,0,0,0,0,0,0,11899996,0,1610,,,,,,,2013.0
Providence,1996,0,0,0,0,0,0,0,0,0,0,1,5661589,0,0,0,0,0,0,5661589,0,1610,,,,,,,2013.0
Providence,1997,0,0,0,0,0,0,0,0,0,0,1,8463660,0,0,0,0,0,0,8463660,0,1610,,,,,,,2013.0
Providence,1998,0,0,0,0,0,0,0,0,0,0,1,5834637,0,0,0,0,0,0,5834637,0,1610,,,,,,,2013.0
Providence,1999,0,0,0,0,0,0,0,0,0,0,1,11176066,0,0,0,0,0,0,11176066,0,1610,,,,,,,2013.0
Providence,2000,0,0,0,0,0,0,0,0,0,0,1,13340655,0,0,0,0,0,0,13340655,0,1610,,,,,,,2013.0
Providence,2001,0,0,0,0,0,0,0,0,0,0,1,6924047,0,0,0,0,0,0,6924047,0,1610,,,,,,,2013.0
Providence,2002,0,0,0,0,0,0,0,0,0,0,1,6680498,0,0,0,0,0,0,6680498,0,1610,,,,,,,2013.0
Providence,2003,0,0,0,0,0,0,0,0,0,0,1,6431288,0,0,0,0,0,0,6431288,0,1610,,,,,,,2013.0
Providence,2004,0,0,0,0,0,0,0,0,0,0,1,2854540,0,0,0,0,0,0,2854540,0,1610,,,,,,,2013.0
Providence,2005,0,0,0,0,0,0,0,0,0,0,1,11150433,0,0,0,0,0,0,11150433,0,1610,,,,,,,2013.0
Providence,2006,0,0,0,0,0,0,0,0,0,0,1,3296483,0,0,0,0,0,0,3296483,0,1610,,,,,,,2013.0
Providence,2007,0,0,0,0,0,0,0,0,0,0,1,9736764,0,0,0,0,0,0,9736764,0,1610,,,,,,,2013.0
Providence,2008,0,0,0,0,0,0,0,0,0,0,1,4893425,0,0,0,0,0,0,4893425,0,1610,,,,,,,2013.0
Providence,2009,0,0,0,0,0,0,0,0,0,0,1,12658270,0,0,0,0,0,0,12658270,0,1610,,,,,,,2013.0
Providence,2010,0,0,0,0,0,0,0,0,0,0,1,22297830,0,0,0,0,0,0,22297830,0,1610,,,,,,,2013.0
Providence,2011,0,0,0,0,0,0,0,0,0,0,1,14073310,0,0,0,0,0,0,14073310,0,1610,,,,,,,2013.0
Providence,2012,0,0,0,0,0,0,0,0,0,0,1,8240324,0,0,0,0,0,0,8240324,0,1610,,,,,,,2013.0
Providence,2013,0,0,0,0,0,0,0,0,0,0,1,5793316,0,1,50000,0,0,50000,5843316,1,1610,,,,,,,2013.0
Providence,2014,0,0,0,0,0,0,0,0,1,800000,1,9652721,0,0,0,0,0,0,10452721,1,1610,,,,,,,2013.0
Providence,2015,0,0,0,0,0,0,0,0,1,0,1,8619107,0,0,0,0,0,0,8619107,1,1610,,,,,,,2013.0
Providence,2016,0,0,0,0,0,0,0,0,1,0,1,8501555,0,0,0,0,0,0,8501555,1,1610,,,,,,,2013.0
Providence,2017,0,0,0,0,0,0,0,0,1,0,1,9821116,0,0,0,0,0,0,9821116,1,1610,,,,,,,2013.0
Providence,2018,1,450000,0,0,0,0,0,0,1,200000,1,16627519,0,0,0,0,0,0,17277519,1,1610,,,,,,,2013.0
Providence,2019,1,899994,0,0,0,0,0,0,1,0,1,26976737,0,0,0,0,0,0,27876731,1,1610,,,,,,,2013.0
Providence,2020,1,256000,0,0,0,0,0,0,1,0,1,51336492,0,0,0,0,0,0,51592492,1,1610,,,,,,,2013.0
